Pais,Año,Valor
St. Lucia,2023,13554.7684784933
St. Lucia,2024,14181.6303351598
Liechtenstein,2015,167187.15730982
Liechtenstein,2016,165375.491396259
Liechtenstein,2017,170547.092298954
Liechtenstein,2018,174988.775083446
Liechtenstein,2019,166907.839305016
Liechtenstein,2020,164671.093553454
Liechtenstein,2021,201944.830335076
Liechtenstein,2022,186821.881757157
Liechtenstein,2023,207973.617746758
Liechtenstein,2024,
Sri Lanka,2015,4057.7158346231
Sri Lanka,2016,4149.19190775593
Sri Lanka,2017,4398.88828068715
Sri Lanka,2018,4358.56095906047
Sri Lanka,2019,4081.94772722003
Sri Lanka,2020,3847.60137695639
Sri Lanka,2021,3996.96240014909
Sri Lanka,2022,3342.63650253855
Sri Lanka,2023,3798.89016573011
Sri Lanka,2024,4515.56787322732
Lesotho,2015,1121.19851342518
Lesotho,2016,992.491840678465
Lesotho,2017,1069.36673247542
Lesotho,2018,1170.65569702819
Lesotho,2019,1082.05706777516
Lesotho,2020,918.582577421982
Lesotho,2021,1066.58643600093
Lesotho,2022,1030.12579628833
Lesotho,2023,916.282970463888
Lesotho,2024,971.814620468788
Lithuania,2015,14269.8039878287
Lithuania,2016,14934.2702840428
Lithuania,2017,16800.1510246099
Lithuania,2018,19247.2315367967
Lithuania,2019,19608.7943945553
Lithuania,2020,20428.6478157394
Lithuania,2021,23870.4594851722
Lithuania,2022,25085.784063499
Lithuania,2023,27786.0057829276
Lithuania,2024,29386.2878350187
Luxembourg,2015,105462.012584423
Luxembourg,2016,106899.293549552
Luxembourg,2017,110193.213797228
Luxembourg,2018,116926.759593905
Luxembourg,2019,112696.649059674
Luxembourg,2020,116860.02817236
Luxembourg,2021,134965.815442152
Luxembourg,2022,123719.658915996
Luxembourg,2023,131407.681364513
Luxembourg,2024,137516.587324367
Latvia,2015,13321.9753140616
Latvia,2016,13838.5266823272
Latvia,2017,15132.4958333982
Latvia,2018,17252.1710428626
Latvia,2019,17294.9751600969
Latvia,2020,17564.2321549354
Latvia,2021,20261.8887788916
Latvia,2022,20227.2307431581
Latvia,2023,22675.5786295407
Latvia,2024,23367.5986788961
"Macao SAR, China",2015,70070.2918001631
"Macao SAR, China",2016,69074.0363049212
"Macao SAR, China",2017,77704.9215312666
"Macao SAR, China",2018,83761.8171798142
"Macao SAR, China",2019,81967.699172769
"Macao SAR, China",2020,36976.2561071429
"Macao SAR, China",2021,45376.314586156
"Macao SAR, China",2022,36909.9564090312
"Macao SAR, China",2023,67476.5290813306
"Macao SAR, China",2024,73046.8890267079
St. Martin (French part),2015,
St. Martin (French part),2016,
St. Martin (French part),2017,
St. Martin (French part),2018,
St. Martin (French part),2019,19033.0594854512
St. Martin (French part),2020,
St. Martin (French part),2021,21668.3740927942
St. Martin (French part),2022,
St. Martin (French part),2023,
St. Martin (French part),2024,
Morocco,2015,3146.24780273438
Morocco,2016,3140.85546875
Morocco,2017,3296.52661132813
Morocco,2018,3501.69799804688
Morocco,2019,3508.09765625
Morocco,2020,3268.0302734375
Morocco,2021,3785.93627929688
Morocco,2022,3455.39624023438
Morocco,2023,3771.4462890625
Morocco,2024,3993.38745117188
Monaco,2015,170437.101188261
Monaco,2016,173604.753555915
Monaco,2017,170663.375247872
Monaco,2018,188298.315668437
Monaco,2019,193746.785647412
Monaco,2020,176891.886538492
Monaco,2021,223823.363960226
Monaco,2022,226052.001905201
Monaco,2023,256580.515122745
Monaco,2024,
Moldova,2015,2749.55137054338
Moldova,2016,2847.08794770479
Moldova,2017,3453.26727720294
Moldova,2018,4156.44981956646
Moldova,2019,4405.33418162155
Moldova,2020,4375.7788930524
Moldova,2021,5274.60582195352
Moldova,2022,5744.29618434435
Moldova,2023,6799.58594644576
Moldova,2024,7617.51613089815
Madagascar,2015,445.320069480568
Madagascar,2016,453.970714522463
Madagascar,2017,491.866848718929
Madagascar,2018,500.45718552916
Madagascar,2019,499.818837622534
Madagascar,2020,450.771615201509
Madagascar,2021,483.469463351371
Madagascar,2022,503.514533472879
Madagascar,2023,508.718427705736
Madagascar,2024,544.997302693127
Maldives,2015,9644.90655028145
Maldives,2016,9947.80744731739
Maldives,2017,10509.628805812
Maldives,2018,11423.2838427029
Maldives,2019,11740.2724029785
Maldives,2020,7393.8886543933
Maldives,2021,10176.143882547
Maldives,2022,11786.0091545343
Maldives,2023,12530.3602359683
Maldives,2024,13215.5353637008
Mexico,2015,10021.2386124039
Mexico,2016,9097.92397674769
Mexico,2017,9649.27816772402
Mexico,2018,10084.7937553679
Mexico,2019,10369.5553585271
Mexico,2020,8841.2707511328
Mexico,2021,10314.0506725979
Mexico,2022,11402.1410374782
Mexico,2023,13826.1306570122
Mexico,2024,14157.9445835849
Marshall Islands,2015,3764.34426229508
Marshall Islands,2016,4229.80988911945
Marshall Islands,2017,4592.83457628576
Marshall Islands,2018,4858.12079054875
Marshall Islands,2019,5292.33985502306
Marshall Islands,2020,5661.96787336674
Marshall Islands,2021,6258.61193705127
Marshall Islands,2022,6322.82855503156
Marshall Islands,2023,6678.34239060448
Marshall Islands,2024,7466.65186507409
North Macedonia,2015,5262.68671928674
North Macedonia,2016,5598.48622617967
North Macedonia,2017,5955.2973863451
North Macedonia,2018,6713.98925398989
North Macedonia,2019,6718.85826635458
North Macedonia,2020,6659.59651070776
North Macedonia,2021,7620.80296977508
North Macedonia,2022,7606.2375253797
North Macedonia,2023,8624.28400232117
North Macedonia,2024,9310.02790015256
Mali,2015,838.11986940103
Mali,2016,872.468587171653
Mali,2017,924.057531692284
Mali,2018,996.379292136901
Mali,2019,971.949318638092
Mali,2020,953.242943290974
Mali,2021,1027.27345365357
Mali,2022,969.72220560562
Mali,2023,1035.86242628411
Mali,2024,1086.1762176779
Malta,2015,25529.6813131565
Malta,2016,26459.0772054811
Malta,2017,30317.2443357939
Malta,2018,33382.2677502638
Malta,2019,32421.9179753188
Malta,2020,31833.596382464
Malta,2021,38065.354346575
Malta,2022,36224.2819955817
Malta,2023,40182.4313854634
Malta,2024,42347.3073860173
Myanmar,2015,1166.73305546337
Myanmar,2016,1229.19713515893
Myanmar,2017,1272.82241830603
Myanmar,2018,1298.21310320785
Myanmar,2019,1425.98954211903
Myanmar,2020,1490.21683548367
Myanmar,2021,1242.72134419599
Myanmar,2022,1158.05005034332
Myanmar,2023,1233.19666209269
Myanmar,2024,1359.25961394135
Montenegro,2015,6491.19280618646
Montenegro,2016,6999.1358134109
Montenegro,2017,7758.36921956034
Montenegro,2018,8790.88152116679
Montenegro,2019,8842.48528706869
Montenegro,2020,7612.62845881291
Montenegro,2021,9377.48879714989
Montenegro,2022,9990.20444616996
Montenegro,2023,12077.3747094687
Montenegro,2024,12935.4522712126
Mongolia,2015,3838.92126989984
Mongolia,2016,3619.90026383792
Mongolia,2017,3645.96708669551
Mongolia,2018,4107.64288528468
Mongolia,2019,4347.54610314873
Mongolia,2020,4001.25193077703
Mongolia,2021,4517.61578018785
Mongolia,2022,4993.51487463495
Mongolia,2023,5838.63108083902
Mongolia,2024,6691.48209834228
Northern Mariana Islands,2015,17665.1007493109
Northern Mariana Islands,2016,24225.474169342
Northern Mariana Islands,2017,31225.6049960968
Northern Mariana Islands,2018,26509.3628379893
Northern Mariana Islands,2019,24496.6652122421
Northern Mariana Islands,2020,18220.8382427201
Northern Mariana Islands,2021,19455.50139424
Northern Mariana Islands,2022,23785.754590043
Northern Mariana Islands,2023,
Northern Mariana Islands,2024,
Mozambique,2015,610.563774706589
Mozambique,2016,441.489734819071
Mozambique,2017,470.93856305196
Mozambique,2018,517.507260258101
Mozambique,2019,519.09255091362
Mozambique,2020,462.433876479921
Mozambique,2021,509.907829475551
Mozambique,2022,578.251663751351
Mozambique,2023,622.985619320596
Mozambique,2024,647.28579950207
Mauritania,2015,1554.94897871782
Mauritania,2016,1565.76575722696
Mauritania,2017,1615.00401327323
Mauritania,2018,1722.93528854073
Mauritania,2019,1767.072710621
Mauritania,2020,1795.76459566714
Mauritania,2021,1947.78918383313
Mauritania,2022,1960.35240077424
Mauritania,2023,2120.82318421747
Mauritania,2024,2082.78374423714
Mauritius,2015,9507.87133656424
Mauritius,2016,9965.72531085228
Mauritius,2017,10841.6847754844
Mauritius,2018,11643.4605962124
Mauritius,2019,11403.2527870674
Mauritius,2020,9011.04288445023
Mauritius,2021,9068.97300226707
Mauritius,2022,10223.7882316574
Mauritius,2023,11182.186568616
Mauritius,2024,11871.733679438
Malawi,2015,539.605363240686
Malawi,2016,450.506105510719
Malawi,2017,495.769683367165
Malawi,2018,533.203173686705
Malawi,2019,580.889816066776
Malawi,2020,602.507478176106
Malawi,2021,617.447520802454
Malawi,2022,604.269751184515
Malawi,2023,602.343619809252
Malawi,2024,508.371273531708
Malaysia,2015,9648.6797937523
Malaysia,2016,9476.53409809923
Malaysia,2017,9862.54806612235
Malaysia,2018,10901.8019954421
Malaysia,2019,10920.191763972
Malaysia,2020,9957.52626697613
Malaysia,2021,10903.1116425938
Malaysia,2022,11748.0919307944
Malaysia,2023,11379.0851923557
Malaysia,2024,11867.2586435443
Namibia,2015,4774.10650865775
Namibia,2016,4395.68776162376
Namibia,2017,5143.96072323076
Namibia,2018,5308.60813408705
Namibia,2019,4731.9210318831
Namibia,2020,3878.58982993966
Namibia,2021,4412.8355693052
Namibia,2022,4349.79908493314
Namibia,2023,4187.60500350786
Namibia,2024,4413.1274418646
New Caledonia,2015,30858.7237060533
New Caledonia,2016,30782.8544433514
New Caledonia,2017,32354.7102832901
New Caledonia,2018,34902.8968780031
New Caledonia,2019,33411.3358835672
New Caledonia,2020,33270.330597637
New Caledonia,2021,35311.5543551452
New Caledonia,2022,33516.363085906
New Caledonia,2023,
New Caledonia,2024,
Niger,2015,485.662574175279
Niger,2016,502.706475406446
Niger,2017,521.804130023434
Niger,2018,578.568035680892
Niger,2019,561.691304349698
Niger,2020,579.512495758236
Niger,2021,608.722439593808
Niger,2022,609.745147661683
Niger,2023,638.336080723299
Niger,2024,722.748650326257
Nigeria,2015,2585.73360671797
Nigeria,2016,2070.4127339595
Nigeria,2017,1876.34027111773
Nigeria,2018,2057.87944554011
Nigeria,2019,2265.15520863056
Nigeria,2020,2019.65706326224
Nigeria,2021,2017.27486481527
Nigeria,2022,2139.37478476974
Nigeria,2023,1596.63696129001
Nigeria,2024,806.945695055244
Nicaragua,2015,2074.45620634731
Nicaragua,2016,2131.68704828322
Nicaragua,2017,2182.61380995674
Nicaragua,2018,2035.16549390507
Nicaragua,2019,1958.62051528095
Nicaragua,2020,1938.44704754382
Nicaragua,2021,2138.38588469449
Nicaragua,2022,2322.89053964583
Nicaragua,2023,2609.44492072931
Nicaragua,2024,2847.53966339498
Netherlands,2015,45793.8135434697
Netherlands,2016,46808.5291492503
Netherlands,2017,49513.6817346384
Netherlands,2018,53955.0770024266
Netherlands,2019,53554.9007491475
Netherlands,2020,53467.9277413737
Netherlands,2021,60141.9880911492
Netherlands,2022,59123.318556487
Netherlands,2023,64572.0059558854
Netherlands,2024,68218.7261019406
Norway,2015,74809.9658049898
Norway,2016,70867.3609970749
Norway,2017,76131.8384032764
Norway,2018,82792.8427113304
Norway,2019,76430.5889473338
Norway,2020,68340.0181033702
Norway,2021,93072.8925119571
Norway,2022,109269.520580298
Norway,2023,87497.3289297342
Norway,2024,86809.7246897431
Nepal,2015,875.543635474862
Nepal,2016,877.256454696737
Nepal,2017,1034.28374906846
Nepal,2018,1179.19843190389
Nepal,2019,1203.14294706401
Nepal,2020,1154.21517578318
Nepal,2021,1252.75076731986
Nepal,2022,1385.91066274851
Nepal,2023,1382.33055769304
Nepal,2024,1447.31004458428
Nauru,2015,7703.43149943923
Nauru,2016,8724.30700255019
Nauru,2017,9613.41209082575
Nauru,2018,11408.6947593898
Nauru,2019,10776.8284610316
Nauru,2020,10695.6993301601
Nauru,2021,14989.6647450751
Nauru,2022,12896.4341046481
Nauru,2023,12754.1867566585
Nauru,2024,13421.8330584638
New Zealand,2015,38665.3723018158
New Zealand,2016,40113.7195382428
New Zealand,2017,42950.3841711138
New Zealand,2018,43257.0769238879
New Zealand,2019,42779.2298164101
New Zealand,2020,41850.92032802
New Zealand,2021,49689.498134519
New Zealand,2022,48760.0381935936
New Zealand,2023,48654.904227478
New Zealand,2024,48747.0136853042
Oman,2015,18808.3077921839
Oman,2016,17110.1897460545
Oman,2017,17820.0661809335
Oman,2018,19901.7615642016
Oman,2019,19180.1864152801
Oman,2020,16784.8630630058
Oman,2021,19403.4600160211
Oman,2022,23223.5829405935
Oman,2023,20972.4830886637
Oman,2024,20248.4168124608
Pakistan,2015,1380.47020838317
Pakistan,2016,1424.69161195897
Pakistan,2017,1519.23459514248
Pakistan,2018,1569.33814626355
Pakistan,2019,1390.41690981745
Pakistan,2020,1278.39735206896
Pakistan,2021,1455.31922370186
Pakistan,2022,1538.3228133171
Pakistan,2023,1365.16927410976
Pakistan,2024,1484.74985864775
Panama,2015,14082.6548502728
Panama,2016,14832.3611608191
Panama,2017,15694.6297454295
Panama,2018,16151.3273478476
Panama,2019,16477.9066285687
Panama,2020,13290.5608347594
Panama,2021,15509.8069109784
Panama,2022,17332.4360742988
Panama,2023,18686.4050961265
Panama,2024,19102.8521936399
Peru,2015,6231.71150338894
Peru,2016,6217.03599995447
Peru,2017,6736.16693725487
Peru,2018,6978.49121548627
Peru,2019,7037.00803692604
Peru,2020,6133.32552410183
Peru,2021,6826.20255614477
Peru,2022,7350.63034300417
Peru,2023,7887.54185920108
Peru,2024,8452.37167047598
Philippines,2015,2909.85818010301
Philippines,2016,2985.19564024046
Philippines,2017,3038.12124959289
Philippines,2018,3168.51036609727
Philippines,2019,3400.78949767074
Philippines,2020,3227.57910235199
Philippines,2021,3484.38593882819
Philippines,2022,3548.06930572116
Philippines,2023,3804.08274131097
Philippines,2024,3984.8315387656
Palau,2015,15690.759707372
Palau,2016,16762.5723436534
Palau,2017,16034.1342914889
Palau,2018,16197.7265072415
Palau,2019,15841.1956399595
Palau,2020,14556.5872302158
Palau,2021,13257.2063206433
Palau,2022,14392.2011374514
Palau,2023,15899.4246065324
Palau,2024,
Papua New Guinea,2015,2484.5963398603
Papua New Guinea,2016,2316.39479758492
Papua New Guinea,2017,2477.76530986323
Papua New Guinea,2018,2566.36833735041
Papua New Guinea,2019,2575.77274140393
Papua New Guinea,2020,2429.61134585269
Papua New Guinea,2021,2607.57861874444
Papua New Guinea,2022,3102.28968594061
Papua New Guinea,2023,2966.06830432055
Papua New Guinea,2024,3076.48786186584
Poland,2015,12637.5220324406
Poland,2016,12464.0121044827
Poland,2017,13913.3415190124
Poland,2018,15658.210586693
Poland,2019,15874.5220531254
Poland,2020,16150.9291009726
Poland,2021,18635.5088812509
Poland,2022,18891.213529396
Poland,2023,22145.2643088909
Poland,2024,25022.6716445953
Puerto Rico (US),2015,29242.041465085
Puerto Rico (US),2016,29978.0889268918
Puerto Rico (US),2017,30328.4871132804
Puerto Rico (US),2018,30679.9181934488
Puerto Rico (US),2019,31830.5284993358
Puerto Rico (US),2020,31427.1130762831
Puerto Rico (US),2021,32619.0704601174
Puerto Rico (US),2022,35353.6821570014
Puerto Rico (US),2023,36948.4036416846
Puerto Rico (US),2024,39285.0174585856
"Korea, Dem. People's Rep.",2015,
"Korea, Dem. People's Rep.",2016,
"Korea, Dem. People's Rep.",2017,
"Korea, Dem. People's Rep.",2018,
"Korea, Dem. People's Rep.",2019,
"Korea, Dem. People's Rep.",2020,
"Korea, Dem. People's Rep.",2021,
"Korea, Dem. People's Rep.",2022,
"Korea, Dem. People's Rep.",2023,
"Korea, Dem. People's Rep.",2024,
Portugal,2015,19215.7813014347
Portugal,2016,19980.2808866516
Portugal,2017,21442.3842768879
Portugal,2018,23541.1401075289
Portugal,2019,23343.3628970034
Portugal,2020,22299.4044062173
Portugal,2021,24711.4510062111
Portugal,2022,24620.519556875
Portugal,2023,27386.2920595024
Portugal,2024,28844.4979246799
Paraguay,2015,5879.33792308671
Paraguay,2016,5775.1596339946
Paraguay,2017,6152.26711537703
Paraguay,2018,6258.44991640954
Paraguay,2019,5821.18199548637
Paraguay,2020,5365.47220721191
Paraguay,2021,5976.9317978996
Paraguay,2022,6205.6259537937
Paraguay,2023,6299.99026533643
Paraguay,2024,6416.09709002917
West Bank and Gaza,2015,3272.15432360708
West Bank and Gaza,2016,3527.61382413178
West Bank and Gaza,2017,3620.36048715937
West Bank and Gaza,2018,3562.33094270256
West Bank and Gaza,2019,3656.85827137011
West Bank and Gaza,2020,3233.56863835858
West Bank and Gaza,2021,3678.63565662194
West Bank and Gaza,2022,3799.95527015163
West Bank and Gaza,2023,3455.02852911712
West Bank and Gaza,2024,2592.30591217647
French Polynesia,2015,19166.9594761931
French Polynesia,2016,19690.0775734589
French Polynesia,2017,20826.9312492172
French Polynesia,2018,21925.616043938
French Polynesia,2019,21582.5892046801
French Polynesia,2020,19966.4838503859
French Polynesia,2021,21982.9038942614
French Polynesia,2022,20738.6499971661
French Polynesia,2023,22774.1418988734
French Polynesia,2024,
Qatar,2015,68985.2946961507
Qatar,2016,61253.6375482797
Qatar,2017,63279.8556949332
Qatar,2018,71039.8490579352
Qatar,2019,66841.3013484919
Qatar,2020,51683.5054376677
Qatar,2021,71751.8831257169
Qatar,2022,88701.463352273
Qatar,2023,80195.8746508549
Qatar,2024,76275.9076782833
Romania,2015,8977.01748158196
Romania,2016,9404.54005870715
Romania,2017,10727.9822007426
Romania,2018,12502.2624061935
Romania,2019,12992.0326104674
Romania,2020,13082.3006559554
Romania,2021,14986.7854904274
Romania,2022,15557.8826247584
Romania,2023,18404.2730871704
Romania,2024,20072.4079244042
Russian Federation,2015,9277.7138671875
Russian Federation,2016,8663.158203125
Russian Federation,2017,10658.9130859375
Russian Federation,2018,11211.8876953125
Russian Federation,2019,11447.701171875
Russian Federation,2020,10108.3271484375
Russian Federation,2021,12425.029296875
Russian Federation,2022,15619.6142578125
Russian Federation,2023,14159.3876953125
Russian Federation,2024,14889.0185546875
Rwanda,2015,733.998630392314
Rwanda,2016,729.519134044611
Rwanda,2017,758.300966737624
Rwanda,2018,771.773511057901
Rwanda,2019,810.051412137354
Rwanda,2020,778.701498787411
Rwanda,2021,829.544845639777
Rwanda,2022,975.469323979541
Rwanda,2023,1027.03446804432
Rwanda,2024,999.654561402699
Saudi Arabia,2015,23256.1549553531
Saudi Arabia,2016,22267.7217050387
Saudi Arabia,2017,23929.2907135982
Saudi Arabia,2018,29360.0658968566
Saudi Arabia,2019,29566.7933827436
Saudi Arabia,2020,24338.8307301067
Saudi Arabia,2021,31920.7653655643
Saudi Arabia,2022,38510.2276211037
Saudi Arabia,2023,36156.848337701
Saudi Arabia,2024,35057.2252306969
Sudan,2015,1292.37963867188
Sudan,2016,1033.21594238281
Sudan,2017,966.505676269531
Sudan,2018,731.027465820313
Sudan,2019,709.975280761719
Sudan,2020,577.795227050781
Sudan,2021,712.122009277344
Sudan,2022,1046.24084472656
Sudan,2023,797.283447265625
Sudan,2024,989.312866210938
Senegal,2015,1218.00613555438
Senegal,2016,1266.43957151587
Senegal,2017,1356.80518449031
Senegal,2018,1452.55612562445
Senegal,2019,1431.18128932159
Senegal,2020,1461.08720350553
Senegal,2021,1598.10676952274
Senegal,2022,1574.0281059306
Senegal,2023,1698.03387300843
Senegal,2024,1743.98888384359
Singapore,2015,55645.6068614606
Singapore,2016,57005.5887176547
Singapore,2017,61236.251270627
Singapore,2018,66881.6067035265
Singapore,2019,65952.0378959293
Singapore,2020,61410.0792630788
Singapore,2021,80056.1288247844
Singapore,2022,90299.0694637269
Singapore,2023,85412.230345235
Singapore,2024,90674.066632628
Solomon Islands,2015,2045.47889485251
Solomon Islands,2016,2082.62989047871
Solomon Islands,2017,2143.57465243959
Solomon Islands,2018,2278.20633913383
Solomon Islands,2019,2223.66502559565
Solomon Islands,2020,2063.33101522108
Solomon Islands,2021,1996.86976779348
Solomon Islands,2022,2005.4139933198
Solomon Islands,2023,2076.10768772563
Solomon Islands,2024,2149.37957267304
Sierra Leone,2015,964.575980888989
Sierra Leone,2016,844.416411175476
Sierra Leone,2017,779.186007841728
Sierra Leone,2018,845.914540460932
Sierra Leone,2019,844.049555179116
Sierra Leone,2020,845.982914284565
Sierra Leone,2021,886.192939104469
Sierra Leone,2022,860.774590932595
Sierra Leone,2023,757.848680560444
Sierra Leone,2024,873.388575182318
El Salvador,2015,3790.34089108162
El Salvador,2016,3901.34014965811
El Salvador,2017,4020.12671373919
El Salvador,2018,4183.54620971358
El Salvador,2019,4320.11671534627
El Salvador,2020,3997.19279583709
El Salvador,2021,4642.60743101342
El Salvador,2022,5074.60210221806
El Salvador,2023,5365.44491399171
El Salvador,2024,5579.65969165029
San Marino,2015,43146.8240435428
San Marino,2016,44359.4797662688
San Marino,2017,45192.0279766943
San Marino,2018,47950.6880557136
San Marino,2019,46627.0122356944
San Marino,2020,44426.6463400658
San Marino,2021,54168.9828262684
San Marino,2022,54264.570495898
San Marino,2023,
San Marino,2024,
"Somalia, Fed. Rep.",2015,445.583080073396
"Somalia, Fed. Rep.",2016,460.928490585175
"Somalia, Fed. Rep.",2017,510.939952317726
"Somalia, Fed. Rep.",2018,509.525801898508
"Somalia, Fed. Rep.",2019,539.893931565407
"Somalia, Fed. Rep.",2020,518.184778494334
"Somalia, Fed. Rep.",2021,549.114742721701
"Somalia, Fed. Rep.",2022,573.128092472349
"Somalia, Fed. Rep.",2023,597.458854603043
"Somalia, Fed. Rep.",2024,636.983477589273
Serbia,2015,5820.3215576888
Serbia,2016,5982.37030126471
Serbia,2017,6548.03653824187
Serbia,2018,7559.86165747394
Serbia,2019,7755.632986437
Serbia,2020,8098.70955668849
Serbia,2021,9680.52798074468
Serbia,2022,10022.9688543402
Serbia,2023,12281.5058488303
Serbia,2024,13523.7246826854
South Sudan,2015,1080.14718624765
South Sudan,2016,
South Sudan,2017,
South Sudan,2018,
South Sudan,2019,
South Sudan,2020,
South Sudan,2021,
South Sudan,2022,
South Sudan,2023,
South Sudan,2024,
Sao Tome and Principe,2015,1298.10946596396
Sao Tome and Principe,2016,1434.87018050521
Sao Tome and Principe,2017,1555.79477812888
Sao Tome and Principe,2018,1825.59971753966
Sao Tome and Principe,2019,1935.2931816596
Sao Tome and Principe,2020,2167.22001796925
Sao Tome and Principe,2021,2362.58827248102
Sao Tome and Principe,2022,2389.73729784737
Sao Tome and Principe,2023,2940.93352926715
Sao Tome and Principe,2024,3244.82899741459
Suriname,2015,8813.61705392067
Suriname,2016,5644.2061057532
Suriname,2017,6049.52128553675
Suriname,2018,6665.74180472239
Suriname,2019,6629.66775248603
Suriname,2020,4755.39221710693
Suriname,2021,5029.84838543953
Suriname,2022,6084.43876736445
Suriname,2023,5494.07409425517
Suriname,2024,7430.70219176443
Slovak Republic,2015,16442.0760860018
Slovak Republic,2016,16636.0769133073
Slovak Republic,2017,17645.5298716761
Slovak Republic,2018,19573.3717031314
Slovak Republic,2019,19406.0589683582
Slovak Republic,2020,19735.4858280801
Slovak Republic,2021,22132.4483028948
Slovak Republic,2022,21334.6011006572
Slovak Republic,2023,24673.5482979144
Slovak Republic,2024,26147.9028430133
Slovenia,2015,20697.2748530619
Slovenia,2016,21447.8377796036
Slovenia,2017,23303.077705959
Slovenia,2018,25888.0481065655
Slovenia,2019,25814.1687167572
Slovenia,2020,25392.0651093612
Slovenia,2021,29187.369382785
Slovenia,2022,28373.8382265999
Slovenia,2023,32610.110922729
Slovenia,2024,34089.3527652778
Sweden,2015,51197.9529341175
Sweden,2016,51820.3972482676
Sweden,2017,53300.8587281785
Sweden,2018,54181.9069780904
Sweden,2019,51773.0464558993
Sweden,2020,52653.7565934247
Sweden,2021,61174.9680215622
Sweden,2022,55296.9371472535
Sweden,2023,55567.0890080496
Sweden,2024,57723.2345031532
Eswatini,2015,3420.75357067279
Eswatini,2016,3239.80707501414
Eswatini,2017,3853.99147918102
Eswatini,2018,3973.46344933667
Eswatini,2019,3913.12643969301
Eswatini,2020,3454.784217446
Eswatini,2021,3966.29863253832
Eswatini,2022,3889.65276959161
Eswatini,2023,3741.69010745416
Eswatini,2024,3936.10969242371
Sint Maarten (Dutch part),2015,37839.6283815163
Sint Maarten (Dutch part),2016,37308.6147795736
Sint Maarten (Dutch part),2017,34701.3058494468
Sint Maarten (Dutch part),2018,31708.3110124742
Sint Maarten (Dutch part),2019,34861.469528968
Sint Maarten (Dutch part),2020,30150.8998380477
Sint Maarten (Dutch part),2021,32548.4366854902
Sint Maarten (Dutch part),2022,36476.6300833859
Sint Maarten (Dutch part),2023,38077.5444869761
Sint Maarten (Dutch part),2024,40027.9175992113
Seychelles,2015,15333.1051727105
Seychelles,2016,16566.9946042294
Seychelles,2017,17480.3651911372
Seychelles,2018,18440.2340460932
Seychelles,2019,19141.5118743615
Seychelles,2020,14041.4754074575
Seychelles,2021,14982.9111487767
Seychelles,2022,16836.6721895387
Seychelles,2023,18262.7115849287
Seychelles,2024,17858.8226383978
Syrian Arab Republic,2015,847.731631942565
Syrian Arab Republic,2016,656.3490586313
Syrian Arab Republic,2017,851.502005254153
Syrian Arab Republic,2018,1098.0668642357
Syrian Arab Republic,2019,1109.53926036049
Syrian Arab Republic,2020,572.355289831901
Syrian Arab Republic,2021,663.614245706815
Syrian Arab Republic,2022,1051.67149587463
Syrian Arab Republic,2023,847.372723418531
Syrian Arab Republic,2024,
Turks and Caicos Islands,2015,25736.101625461
Turks and Caicos Islands,2016,26946.4178520162
Turks and Caicos Islands,2017,25614.8372710646
Turks and Caicos Islands,2018,31625.616593277
Turks and Caicos Islands,2019,31780.5217068989
Turks and Caicos Islands,2020,20690.9160546118
Turks and Caicos Islands,2021,27329.2885087196
Turks and Caicos Islands,2022,31280.5418020808
Turks and Caicos Islands,2023,35470.2151608295
Turks and Caicos Islands,2024,37506.7798431288
Chad,2015,993.990730610869
Chad,2016,861.831767630746
Chad,2017,854.46120040098
Chad,2018,948.656629871231
Chad,2019,893.336441643325
Chad,2020,866.947814890409
Chad,2021,946.358500208374
Chad,2022,966.036468278568
Chad,2023,989.058528968588
Chad,2024,1016.08880662712
Togo,2015,751.052405084336
Togo,2016,772.581787093976
Togo,2017,792.765487219069
Togo,2018,851.130806891807
Togo,2019,826.260654099894
Togo,2020,853.578220263722
Togo,2021,939.613373786407
Togo,2022,898.758154410712
Togo,2023,985.697512629974
Togo,2024,1043.14092889765
Thailand,2015,5688.85335397884
Thailand,2016,5833.57715617098
Thailand,2017,6413.09182530343
Thailand,2018,7099.77650081458
Thailand,2019,7605.69657797759
Thailand,2020,6985.64393892574
Thailand,2021,7057.20754802279
Thailand,2022,6909.35281815827
Thailand,2023,7195.10130919449
Thailand,2024,7345.13569000377
Tajikistan,2015,956.916310930656
Tajikistan,2016,788.710481734485
Tajikistan,2017,829.45714764957
Tajikistan,2018,834.288404578801
Tajikistan,2019,871.022372934846
Tajikistan,2020,834.311715460625
Tajikistan,2021,896.748053372182
Tajikistan,2022,1052.17949484894
Tajikistan,2023,1178.47990060249
Tajikistan,2024,1341.20229027672
Turkmenistan,2015,5759.497903834
Turkmenistan,2016,5686.98040962764
Turkmenistan,2017,5828.4816623489
Turkmenistan,2018,6125.05169712085
Turkmenistan,2019,6648.0348960628
Turkmenistan,2020,6592.60146027748
Turkmenistan,2021,7051.20211079213
Turkmenistan,2022,8156.35211950774
Turkmenistan,2023,8232.65225980002
Turkmenistan,2024,8571.60702949432
Timor-Leste,2015,1319.59297370991
Timor-Leste,2016,1335.54390089814
Timor-Leste,2017,1266.17767952941
Timor-Leste,2018,1219.46599728983
Timor-Leste,2019,1562.36458068032
Timor-Leste,2020,1630.86938521256
Timor-Leste,2021,2684.82702378987
Timor-Leste,2022,2343.24523350389
Timor-Leste,2023,1502.51964514186
Timor-Leste,2024,1343.14886031844
